Encompass Health Rehabilitation Hospital of Gadsden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"801 Goodyear Avenue, Gadsden, AL 35903-1133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State License # - H2804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicare (CCN) # - 013032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hospital Financial Aide Policy - Our hospital offers a financial aide policy.  For more information go to the hospital's main website and click on ""For Patients"" and then select ""Financial Assistance""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prices Posted and Effective 1/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note 1: General file information and additional details can be found on the Price Transparency page of this hospital's website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note 2: SHOPPABLE SERVICE NOT OFFERED AT HOSPITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note 3: Plan does not pay our hospital for the SHOPPABLE_SERVICES and/or the BILLING_REVENUE_SERVICE_CODE beginning with CMG. The Negotiated Charge for a specific Plan will only be displayed for applicable SHOPPABLE_SERVICES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATIENT_TYPE,SHOPPABLE_SERVICES,BILLING_REVENUE_SERVICE_CODE,GROSS_CHARGE,DISCOUNTED_CASH_PRICE,DEIDENTIFIED_MIN_NEGOTIATED_CHARGE,DEIDENTIFIED_MAX_NEGOTIATED_CHARGE,AETNA (AET) negotiated charge,AETNA MEDICARE (AETM) negotiated charge,ALAMED (ALMD) negotiated charge,AMBETTER AL EXCHANGE (AALZ) negotiated charge,ASCENSION COMPLETE MCR (ASCM) negotiated charge,BC FEP (BCFD) negotiated charge,BC/BS ALABAMA (BCAL) negotiated charge,BCBS AL MEDICARE ADVANTAG (BCAD) negotiated charge,BCBS OF AL EXCHANGE (BALZ) negotiated charge,CAREWORKS WORK COMP (CRWW) negotiated charge,CHAMPVA (CVA) negotiated charge,CIGNA (CIG) negotiated charge,HEALTHSPRING MEDICARE (HLSM) negotiated charge,MEDICARE (MCR) negotiated charge,MULTIPLAN WORK COMP (MULW) negotiated charge,PARADIGM WORK COMP (PARW) negotiated charge,PRIVATE HEALTHCARE SYSTEM (PHST) negotiated charge,THREE RIVERS HEALTH WC (TRPW) negotiated charge,TRICARE (TRI) negotiated charge,TRICARE FOR LIFE (TRIM) negotiated charge,UHC VA CCN (UHV) negotiated charge,UNITED HEALTHCARE (UHC) negotiated charge,UNITED HEALTHCARE EXCHANG (UHCZ) negotiated charge,UNITED HLTHCARE MEDICARE (UHCM) negotiated charge,VIVA HEALTH (VIH) negotiated charge,VIVA MEDICARE (VIVM) negotiated charge,WELLCARE MEDICARE (WLCM) negotiated charge
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1705-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$21781.52,$25625.31,Note 3,$25625.31,Note 3,Note 3,$25625.31,Note 3,Note 3,$24856.55,Note 3,Note 3,$25625.31,Note 3,$25625.31,$25625.31,Note 3,$25625.31,Note 3,Note 3,$25625.31,$25625.31,$25625.31,Note 3,Note 3,$24344.05,Note 3,$21781.52,$25625.31
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1705-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$33351.51,$39237.08,Note 3,$39237.08,Note 3,Note 3,$39237.08,Note 3,Note 3,$38059.96,Note 3,Note 3,$39237.08,Note 3,$39237.08,$39237.08,Note 3,$39237.08,Note 3,Note 3,$39237.08,$39237.08,$39237.08,Note 3,Note 3,$37275.22,Note 3,$33351.51,$39237.08
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1705-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$25924.38,$30499.27,Note 3,$30499.27,Note 3,Note 3,$30499.27,Note 3,Note 3,$29584.29,Note 3,Note 3,$30499.27,Note 3,$30499.27,$30499.27,Note 3,$30499.27,Note 3,Note 3,$30499.27,$30499.27,$30499.27,Note 3,Note 3,$28974.31,Note 3,$25924.38,$30499.27
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1705-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$24008.77,$28245.61,Note 3,$28245.61,Note 3,Note 3,$28245.61,Note 3,Note 3,$27398.24,Note 3,Note 3,$28245.61,Note 3,$28245.61,$28245.61,Note 3,$28245.61,Note 3,Note 3,$28245.61,$28245.61,$28245.61,Note 3,Note 3,$26833.33,Note 3,$24008.77,$28245.61
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1801-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$9469.95,$11141.11,Note 3,$11141.11,Note 3,Note 3,$11141.11,Note 3,Note 3,$10806.88,Note 3,Note 3,$11141.11,Note 3,$11141.11,$11141.11,Note 3,$11141.11,Note 3,Note 3,$11141.11,$11141.11,$11141.11,Note 3,Note 3,$10584.06,Note 3,$9469.95,$11141.11
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1801-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$13486.88,$15866.92,Note 3,$15866.92,Note 3,Note 3,$15866.92,Note 3,Note 3,$15390.92,Note 3,Note 3,$15866.92,Note 3,$15866.92,$15866.92,Note 3,$15866.92,Note 3,Note 3,$15866.92,$15866.92,$15866.92,Note 3,Note 3,$15073.58,Note 3,$13486.88,$15866.92
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1801-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$10758.47,$12657.02,Note 3,$12657.02,Note 3,Note 3,$12657.02,Note 3,Note 3,$12277.31,Note 3,Note 3,$12657.02,Note 3,$12657.02,$12657.02,Note 3,$12657.02,Note 3,Note 3,$12657.02,$12657.02,$12657.02,Note 3,Note 3,$12024.17,Note 3,$10758.47,$12657.02
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1801-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$10214.06,$12016.54,Note 3,$12016.54,Note 3,Note 3,$12016.54,Note 3,Note 3,$11656.05,Note 3,Note 3,$12016.54,Note 3,$12016.54,$12016.54,Note 3,$12016.54,Note 3,Note 3,$12016.54,$12016.54,$12016.54,Note 3,Note 3,$11415.71,Note 3,$10214.06,$12016.54
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1802-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$12705.88,$14948.10,Note 3,$14948.10,Note 3,Note 3,$14948.10,Note 3,Note 3,$14499.66,Note 3,Note 3,$14948.10,Note 3,$14948.10,$14948.10,Note 3,$14948.10,Note 3,Note 3,$14948.10,$14948.10,$14948.10,Note 3,Note 3,$14200.69,Note 3,$12705.88,$14948.10
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1802-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$18094.02,$21287.09,Note 3,$21287.09,Note 3,Note 3,$21287.09,Note 3,Note 3,$20648.47,Note 3,Note 3,$21287.09,Note 3,$21287.09,$21287.09,Note 3,$21287.09,Note 3,Note 3,$21287.09,$21287.09,$21287.09,Note 3,Note 3,$20222.73,Note 3,$18094.02,$21287.09
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1802-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$14434.52,$16981.78,Note 3,$16981.78,Note 3,Note 3,$16981.78,Note 3,Note 3,$16472.33,Note 3,Note 3,$16981.78,Note 3,$16981.78,$16981.78,Note 3,$16981.78,Note 3,Note 3,$16981.78,$16981.78,$16981.78,Note 3,Note 3,$16132.69,Note 3,$14434.52,$16981.78
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1802-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$13704.39,$16122.82,Note 3,$16122.82,Note 3,Note 3,$16122.82,Note 3,Note 3,$15639.13,Note 3,Note 3,$16122.82,Note 3,$16122.82,$16122.82,Note 3,$16122.82,Note 3,Note 3,$16122.82,$16122.82,$16122.82,Note 3,Note 3,$15316.68,Note 3,$13704.39,$16122.82
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1803-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$16324.69,$19205.52,Note 3,$19205.52,Note 3,Note 3,$19205.52,Note 3,Note 3,$18629.35,Note 3,Note 3,$19205.52,Note 3,$19205.52,$19205.52,Note 3,$19205.52,Note 3,Note 3,$19205.52,$19205.52,$19205.52,Note 3,Note 3,$18245.24,Note 3,$16324.69,$19205.52
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1803-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$23246.85,$27349.23,Note 3,$27349.23,Note 3,Note 3,$27349.23,Note 3,Note 3,$26528.75,Note 3,Note 3,$27349.23,Note 3,$27349.23,$27349.23,Note 3,$27349.23,Note 3,Note 3,$27349.23,$27349.23,$27349.23,Note 3,Note 3,$25981.77,Note 3,$23246.85,$27349.23
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1803-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$18545.58,$21818.33,Note 3,$21818.33,Note 3,Note 3,$21818.33,Note 3,Note 3,$21163.78,Note 3,Note 3,$21818.33,Note 3,$21818.33,$21818.33,Note 3,$21818.33,Note 3,Note 3,$21818.33,$21818.33,$21818.33,Note 3,Note 3,$20727.41,Note 3,$18545.58,$21818.33
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1803-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$17606.85,$20713.94,Note 3,$20713.94,Note 3,Note 3,$20713.94,Note 3,Note 3,$20092.53,Note 3,Note 3,$20713.94,Note 3,$20713.94,$20713.94,Note 3,$20713.94,Note 3,Note 3,$20713.94,$20713.94,$20713.94,Note 3,Note 3,$19678.25,Note 3,$17606.85,$20713.94
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1804-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$17851.07,$21001.26,Note 3,$21001.26,Note 3,Note 3,$21001.26,Note 3,Note 3,$20371.23,Note 3,Note 3,$21001.26,Note 3,$21001.26,$21001.26,Note 3,$21001.26,Note 3,Note 3,$21001.26,$21001.26,$21001.26,Note 3,Note 3,$19951.20,Note 3,$17851.07,$21001.26
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1804-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$25421.94,$29908.17,Note 3,$29908.17,Note 3,Note 3,$29908.17,Note 3,Note 3,$29010.92,Note 3,Note 3,$29908.17,Note 3,$29908.17,$29908.17,Note 3,$29908.17,Note 3,Note 3,$29908.17,$29908.17,$29908.17,Note 3,Note 3,$28412.76,Note 3,$25421.94,$29908.17
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1804-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$20280.57,$23859.49,Note 3,$23859.49,Note 3,Note 3,$23859.49,Note 3,Note 3,$23143.71,Note 3,Note 3,$23859.49,Note 3,$23859.49,$23859.49,Note 3,$23859.49,Note 3,Note 3,$23859.49,$23859.49,$23859.49,Note 3,Note 3,$22666.52,Note 3,$20280.57,$23859.49
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1804-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$19252.80,$22650.36,Note 3,$22650.36,Note 3,Note 3,$22650.36,Note 3,Note 3,$21970.85,Note 3,Note 3,$22650.36,Note 3,$22650.36,$22650.36,Note 3,$22650.36,Note 3,Note 3,$22650.36,$22650.36,$22650.36,Note 3,Note 3,$21517.84,Note 3,$19252.80,$22650.36
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1805-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$21642.87,$25462.20,Note 3,$25462.20,Note 3,Note 3,$25462.20,Note 3,Note 3,$24698.33,Note 3,Note 3,$25462.20,Note 3,$25462.20,$25462.20,Note 3,$25462.20,Note 3,Note 3,$25462.20,$25462.20,$25462.20,Note 3,Note 3,$24189.09,Note 3,$21642.87,$25462.20
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1805-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$30821.53,$36260.63,Note 3,$36260.63,Note 3,Note 3,$36260.63,Note 3,Note 3,$35172.81,Note 3,Note 3,$36260.63,Note 3,$36260.63,$36260.63,Note 3,$36260.63,Note 3,Note 3,$36260.63,$36260.63,$36260.63,Note 3,Note 3,$34447.59,Note 3,$30821.53,$36260.63
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1805-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$24587.52,$28926.49,Note 3,$28926.49,Note 3,Note 3,$28926.49,Note 3,Note 3,$28058.70,Note 3,Note 3,$28926.49,Note 3,$28926.49,$28926.49,Note 3,$28926.49,Note 3,Note 3,$28926.49,$28926.49,$28926.49,Note 3,Note 3,$27480.17,Note 3,$24587.52,$28926.49
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1805-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$23342.24,$27461.46,Note 3,$27461.46,Note 3,Note 3,$27461.46,Note 3,Note 3,$26637.62,Note 3,Note 3,$27461.46,Note 3,$27461.46,$27461.46,Note 3,$27461.46,Note 3,Note 3,$27461.46,$27461.46,$27461.46,Note 3,Note 3,$26088.39,Note 3,$23342.24,$27461.46
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1806-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$30736.31,$36160.36,Note 3,$36160.36,Note 3,Note 3,$36160.36,Note 3,Note 3,$35075.55,Note 3,Note 3,$36160.36,Note 3,$36160.36,$36160.36,Note 3,$36160.36,Note 3,Note 3,$36160.36,$36160.36,$36160.36,Note 3,Note 3,$34352.34,Note 3,$30736.31,$36160.36
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1806-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$43771.64,$51496.04,Note 3,$51496.04,Note 3,Note 3,$51496.04,Note 3,Note 3,$49951.16,Note 3,Note 3,$51496.04,Note 3,$51496.04,$51496.04,Note 3,$51496.04,Note 3,Note 3,$51496.04,$51496.04,$51496.04,Note 3,Note 3,$48921.24,Note 3,$43771.64,$51496.04
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1806-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$34918.60,$41080.71,Note 3,$41080.71,Note 3,Note 3,$41080.71,Note 3,Note 3,$39848.29,Note 3,Note 3,$41080.71,Note 3,$41080.71,$41080.71,Note 3,$41080.71,Note 3,Note 3,$41080.71,$41080.71,$41080.71,Note 3,Note 3,$39026.67,Note 3,$34918.60,$41080.71
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1806-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$33150.54,$39000.64,Note 3,$39000.64,Note 3,Note 3,$39000.64,Note 3,Note 3,$37830.62,Note 3,Note 3,$39000.64,Note 3,$39000.64,$39000.64,Note 3,$39000.64,Note 3,Note 3,$39000.64,$39000.64,$39000.64,Note 3,Note 3,$37050.60,Note 3,$33150.54,$39000.64
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1901-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$9327.49,$10973.51,Note 3,$10973.51,Note 3,Note 3,$10973.51,Note 3,Note 3,$10644.31,Note 3,Note 3,$10973.51,Note 3,$10973.51,$10973.51,Note 3,$10973.51,Note 3,Note 3,$10973.51,$10973.51,$10973.51,Note 3,Note 3,$10424.84,Note 3,$9327.49,$10973.51
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1901-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$13231.22,$15566.14,Note 3,$15566.14,Note 3,Note 3,$15566.14,Note 3,Note 3,$15099.15,Note 3,Note 3,$15566.14,Note 3,$15566.14,$15566.14,Note 3,$15566.14,Note 3,Note 3,$15566.14,$15566.14,$15566.14,Note 3,Note 3,$14787.83,Note 3,$13231.22,$15566.14
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1901-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$10172.08,$11967.16,Note 3,$11967.16,Note 3,Note 3,$11967.16,Note 3,Note 3,$11608.14,Note 3,Note 3,$11967.16,Note 3,$11967.16,$11967.16,Note 3,$11967.16,Note 3,Note 3,$11967.16,$11967.16,$11967.16,Note 3,Note 3,$11368.80,Note 3,$10172.08,$11967.16
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1901-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$9491.57,$11166.55,Note 3,$11166.55,Note 3,Note 3,$11166.55,Note 3,Note 3,$10831.56,Note 3,Note 3,$11166.55,Note 3,$11166.55,$11166.55,Note 3,$11166.55,Note 3,Note 3,$11166.55,$11166.55,$11166.55,Note 3,Note 3,$10608.23,Note 3,$9491.57,$11166.55
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1902-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$14925.50,$17559.41,Note 3,$17559.41,Note 3,Note 3,$17559.41,Note 3,Note 3,$17032.63,Note 3,Note 3,$17559.41,Note 3,$17559.41,$17559.41,Note 3,$17559.41,Note 3,Note 3,$17559.41,$17559.41,$17559.41,Note 3,Note 3,$16681.44,Note 3,$14925.50,$17559.41
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1902-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$21172.23,$24908.51,Note 3,$24908.51,Note 3,Note 3,$24908.51,Note 3,Note 3,$24161.25,Note 3,Note 3,$24908.51,Note 3,$24908.51,$24908.51,Note 3,$24908.51,Note 3,Note 3,$24908.51,$24908.51,$24908.51,Note 3,Note 3,$23663.08,Note 3,$21172.23,$24908.51
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1902-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$16277.63,$19150.15,Note 3,$19150.15,Note 3,Note 3,$19150.15,Note 3,Note 3,$18575.64,Note 3,Note 3,$19150.15,Note 3,$19150.15,$19150.15,Note 3,$19150.15,Note 3,Note 3,$19150.15,$19150.15,$19150.15,Note 3,Note 3,$18192.64,Note 3,$16277.63,$19150.15
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1902-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$15188.80,$17869.18,Note 3,$17869.18,Note 3,Note 3,$17869.18,Note 3,Note 3,$17333.11,Note 3,Note 3,$17869.18,Note 3,$17869.18,$17869.18,Note 3,$17869.18,Note 3,Note 3,$17869.18,$17869.18,$17869.18,Note 3,Note 3,$16975.72,Note 3,$15188.80,$17869.18
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1903-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$22519.27,$26493.26,Note 3,$26493.26,Note 3,Note 3,$26493.26,Note 3,Note 3,$25698.46,Note 3,Note 3,$26493.26,Note 3,$26493.26,$26493.26,Note 3,$26493.26,Note 3,Note 3,$26493.26,$26493.26,$26493.26,Note 3,Note 3,$25168.59,Note 3,$22519.27,$26493.26
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1903-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$31944.70,$37582.00,Note 3,$37582.00,Note 3,Note 3,$37582.00,Note 3,Note 3,$36454.54,Note 3,Note 3,$37582.00,Note 3,$37582.00,$37582.00,Note 3,$37582.00,Note 3,Note 3,$37582.00,$37582.00,$37582.00,Note 3,Note 3,$35702.90,Note 3,$31944.70,$37582.00
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1903-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$24558.26,$28892.08,Note 3,$28892.08,Note 3,Note 3,$28892.08,Note 3,Note 3,$28025.31,Note 3,Note 3,$28892.08,Note 3,$28892.08,$28892.08,Note 3,$28892.08,Note 3,Note 3,$28892.08,$28892.08,$28892.08,Note 3,Note 3,$27447.47,Note 3,$24558.26,$28892.08
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1903-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$22916.13,$26960.15,Note 3,$26960.15,Note 3,Note 3,$26960.15,Note 3,Note 3,$26151.35,Note 3,Note 3,$26960.15,Note 3,$26960.15,$26960.15,Note 3,$26960.15,Note 3,Note 3,$26960.15,$26960.15,$26960.15,Note 3,Note 3,$25612.14,Note 3,$22916.13,$26960.15
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1904-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$32804.56,$38593.60,Note 3,$38593.60,Note 3,Note 3,$38593.60,Note 3,Note 3,$37435.79,Note 3,Note 3,$38593.60,Note 3,$38593.60,$38593.60,Note 3,$38593.60,Note 3,Note 3,$38593.60,$38593.60,$38593.60,Note 3,Note 3,$36663.92,Note 3,$32804.56,$38593.60
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1904-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$46533.12,$54744.85,Note 3,$54744.85,Note 3,Note 3,$54744.85,Note 3,Note 3,$53102.50,Note 3,Note 3,$54744.85,Note 3,$54744.85,$54744.85,Note 3,$54744.85,Note 3,Note 3,$54744.85,$54744.85,$54744.85,Note 3,Note 3,$52007.61,Note 3,$46533.12,$54744.85
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1904-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$35774.65,$42087.83,Note 3,$42087.83,Note 3,Note 3,$42087.83,Note 3,Note 3,$40825.19,Note 3,Note 3,$42087.83,Note 3,$42087.83,$42087.83,Note 3,$42087.83,Note 3,Note 3,$42087.83,$42087.83,$42087.83,Note 3,Note 3,$39983.43,Note 3,$35774.65,$42087.83
