hospital_name,last_updated_on,version,hospital_location,hospital_address,license_number|AL,,"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated.",,,,,,,,,,,
WHRLPL THRPY-VST PTA,1815029,CDM,BOTH,,,135.12,135.12,UnitedHealth,UnitedHealth Commercial,GP,32.43,,,108.1,13.35,115.53,Fee Schedule,negotiated rate
INFRARD THER-VST PT,1814943,CDM,BOTH,,,85.98,85.98,UnitedHealth,UnitedHealth Commercial,GP,20.64,,,68.78,1,115.53,Fee Schedule,negotiated rate
INFRARD THER-VST PTA,1815031,CDM,BOTH,,,85.98,85.98,UnitedHealth,UnitedHealth Commercial,GP,20.64,,,68.78,1,73.51,Fee Schedule,negotiated rate
ELEC STM-MN-15MN PT,1814945,CDM,BOTH,,,125.9,125.9,UnitedHealth,UnitedHealth Commercial,GP,30.22,,,100.72,13.21,88.13,Fee Schedule,negotiated rate
ELEC STM-MN-15MN PTA,1815033,CDM,BOTH,,,125.9,125.9,UnitedHealth,UnitedHealth Commercial,GP,30.22,,,100.72,13.21,107.64,Fee Schedule,negotiated rate
IONTOPHOR-15 MIN PT,1814946,CDM,BOTH,,,182.72,182.72,UnitedHealth,UnitedHealth Commercial,GP,43.85,,,146.18,1,127.9,Fee Schedule,negotiated rate
IONTOPHOR-15 MIN PTA,1815034,CDM,BOTH,,,182.72,182.72,UnitedHealth,UnitedHealth Commercial,GP,43.85,,,146.18,1,156.23,Fee Schedule,negotiated rate
CNTRST BTH-15MIN PT,1814947,CDM,BOTH,,,90.57,90.57,UnitedHealth,UnitedHealth Commercial,GP,21.74,,,72.46,12.76,156.23,Fee Schedule,negotiated rate
CNTRST BTH-15MIN PTA,1815035,CDM,BOTH,,,90.57,90.57,UnitedHealth,UnitedHealth Commercial,GP,21.74,,,72.46,12.76,77.44,Fee Schedule,negotiated rate
ULTRASND-15 MIN PT,1814948,CDM,BOTH,,,139.73,139.73,UnitedHealth,UnitedHealth Commercial,GP,33.54,,,111.78,12.76,97.81,Fee Schedule,negotiated rate
ULTRASND-15 MIN PTA,1815036,CDM,BOTH,,,139.73,139.73,UnitedHealth,UnitedHealth Commercial,GP,33.54,,,111.78,12.76,119.47,Fee Schedule,negotiated rate
THER EXRCS-15MIN PT,1814950,CDM,BOTH,,,152.01,152.01,UnitedHealth,UnitedHealth Commercial,GP,36.48,,,121.61,22.24,119.47,Fee Schedule,negotiated rate
THER EXRCS-15MIN PTA,1815038,CDM,BOTH,,,152.01,152.01,UnitedHealth,UnitedHealth Commercial,GP,36.48,,,121.61,22.24,129.97,Fee Schedule,negotiated rate
NEUR RE-ED-15MIN PT,1814951,CDM,BOTH,,,182.72,182.72,UnitedHealth,UnitedHealth Commercial,GP,43.85,,,146.18,29.66,129.97,Fee Schedule,negotiated rate
NEUR RE-ED-15MIN PTA,1815039,CDM,BOTH,,,182.72,182.72,UnitedHealth,UnitedHealth Commercial,GP,43.85,,,146.18,29.66,156.23,Fee Schedule,negotiated rate
AQUA THRP-15 MIN PT,1814952,CDM,BOTH,,,204.2,204.2,UnitedHealth,UnitedHealth Commercial,GP,49.01,,,163.36,29.66,156.23,Fee Schedule,negotiated rate
AQUA THRP-15 MIN PTA,1815040,CDM,BOTH,,,204.2,204.2,UnitedHealth,UnitedHealth Commercial,GP,49.01,,,163.36,29.66,174.59,Fee Schedule,negotiated rate
GAIT TRNNG-15MIN PT,1814953,CDM,BOTH,,,231.85,231.85,UnitedHealth,UnitedHealth Commercial,GP,55.64,,,185.48,20.01,174.59,Fee Schedule,negotiated rate
GAIT TRNNG-15MIN PTA,1815041,CDM,BOTH,,,231.85,231.85,UnitedHealth,UnitedHealth Commercial,GP,55.64,,,185.48,20.01,198.23,Fee Schedule,negotiated rate
MASSG THRPY-15MN PT,1814954,CDM,BOTH,,,119.76,119.76,UnitedHealth,UnitedHealth Commercial,GP,28.74,,,95.81,20.01,198.23,Fee Schedule,negotiated rate
MASSG THRPY-15MN PTA,1815042,CDM,BOTH,,,119.76,119.76,UnitedHealth,UnitedHealth Commercial,GP,28.74,,,95.81,20.01,102.39,Fee Schedule,negotiated rate
MNL THRPY-15 MIN PT,1814955,CDM,BOTH,,,164.3,164.3,UnitedHealth,UnitedHealth Commercial,GP,39.43,,,131.44,24.8,115.01,Fee Schedule,negotiated rate
MNL THRPY-15 MIN PTA,1815043,CDM,BOTH,,,164.3,164.3,UnitedHealth,UnitedHealth Commercial,GP,39.43,,,131.44,24.8,140.48,Fee Schedule,negotiated rate
THER ACTVT-15MIN PT,1814957,CDM,BOTH,,,164.3,164.3,UnitedHealth,UnitedHealth Commercial,GP,39.43,,,131.44,16.61,140.48,Fee Schedule,negotiated rate
THER ACTVT-15MIN PTA,1815045,CDM,BOTH,,,164.3,164.3,UnitedHealth,UnitedHealth Commercial,GP,39.43,,,131.44,16.61,140.48,Fee Schedule,negotiated rate
WHLCHR MGT-15 MIN PT,1814962,CDM,BOTH,,,182.72,182.72,UnitedHealth,UnitedHealth Commercial,GP,43.85,,,146.18,13.03,140.48,Fee Schedule,negotiated rate
WHLCHR MGT-15MIN PTA,1815050,CDM,BOTH,,,182.72,182.72,UnitedHealth,UnitedHealth Commercial,GP,43.85,,,146.18,13.03,156.23,Fee Schedule,negotiated rate
WK HR-CD 1ST 2HR PT,1814963,CDM,BOTH,,,561.97,561.97,UnitedHealth,UnitedHealth Commercial,GP,134.87,,,449.58,1,393.38,Fee Schedule,negotiated rate
WK HR-CD 1ST 2HR PTA,1815051,CDM,BOTH,,,561.97,561.97,UnitedHealth,UnitedHealth Commercial,GP,134.87,,,449.58,1,480.48,Fee Schedule,negotiated rate
WRK HAR-CND-ADHR PT,1814964,CDM,BOTH,,,237.99,237.99,UnitedHealth,UnitedHealth Commercial,GP,57.12,,,190.39,1,480.48,Fee Schedule,negotiated rate
WRK HAR-CND-ADHR PTA,1815052,CDM,BOTH,,,237.99,237.99,UnitedHealth,UnitedHealth Commercial,GP,57.12,,,190.39,1,203.48,Fee Schedule,negotiated rate
DEBRDE LE 20SQCM PT,1814965,CDM,BOTH,,,543.55,543.55,UnitedHealth,UnitedHealth Commercial,GP,130.45,,,434.84,46.57,380.49,Fee Schedule,negotiated rate
DEBRDE LE 20SQCM PTA,1815053,CDM,BOTH,,,543.55,543.55,UnitedHealth,UnitedHealth Commercial,GP,130.45,,,434.84,46.57,464.74,Fee Schedule,negotiated rate
DEBRDE EA AD20CM PT,1814977,CDM,BOTH,,,543.55,543.55,UnitedHealth,UnitedHealth Commercial,GP,130.45,,,434.84,1,464.74,Fee Schedule,negotiated rate
DEBRDE EA AD20CM PTA,1815065,CDM,BOTH,,,543.55,543.55,UnitedHealth,UnitedHealth Commercial,GP,130.45,,,434.84,1,464.74,Fee Schedule,negotiated rate
PHYS PERF-15 MIN PT,1814967,CDM,BOTH,,,211.88,211.88,UnitedHealth,UnitedHealth Commercial,GP,50.85,,,169.5,14.82,464.74,Fee Schedule,negotiated rate
ELEC STM-UNAT-VI PT,1814974,CDM,BOTH,,,125.9,125.9,UnitedHealth,UnitedHealth Commercial,GP,30.22,,,100.72,1,181.16,Fee Schedule,negotiated rate
ELEC STM-UNAT-VI PTA,1815062,CDM,BOTH,,,125.9,125.9,UnitedHealth,UnitedHealth Commercial,GP,30.22,,,100.72,1,107.64,Fee Schedule,negotiated rate
PT EVAL- LOW CMP PT,1814900,CDM,BOTH,,,540.46,540.46,UnitedHealth,UnitedHealth Commercial,GP,129.71,,,432.37,71.74,378.32,Fee Schedule,negotiated rate
PT EVAL- MOD CMP PT,1814901,CDM,BOTH,,,540.46,540.46,UnitedHealth,UnitedHealth Commercial,GP,129.71,,,432.37,71.74,462.09,Fee Schedule,negotiated rate
PT EVAL- HGH CMP PT,1814902,CDM,BOTH,,,540.46,540.46,UnitedHealth,UnitedHealth Commercial,GP,129.71,,,432.37,71.74,462.09,Fee Schedule,negotiated rate
PT RE-EVAL-VISIT PT,1814936,CDM,BOTH,,,325.49,325.49,UnitedHealth,UnitedHealth Commercial,GP,78.12,,,260.39,48.5,462.09,Fee Schedule,negotiated rate
R&B M/S PRIVATE,125110,CDM,OUTPATIENT,,,1486.57,1486.57,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,250.28,,,,445.97,3218,Fee Schedule,negotiated rate
R&B OB PRIVATE,215112,CDM,OUTPATIENT,,,1485.14,1485.14,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,250.28,,,,445.54,3218,Fee Schedule,negotiated rate
R&B PEDIATRIC PVT,165113,CDM,OUTPATIENT,,,1486.54,1486.54,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,737.84,,,,445.96,3218,Fee Schedule,negotiated rate
R&B GERO-PSYCH PRIV,635114,CDM,OUTPATIENT,,,1871.79,1871.79,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,814.45,,,,1,2612,Fee Schedule,negotiated rate
R&B HOSPICE PRIVATE,125115,CDM,OUTPATIENT,,,1486.57,1486.57,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,523.11,,,,1,3218,Fee Schedule,negotiated rate
R&B M/S SEMI PRIVATE,125120,CDM,OUTPATIENT,,,1472.6,1472.6,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,704.46,,,,441.78,3218,Fee Schedule,negotiated rate
R&B M/S SEMI PRIVATE,625120,CDM,OUTPATIENT,,,1092.73,1092.73,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,692,,,,327.82,3218,Fee Schedule,negotiated rate
R&B OB SEMI PRIVATE,215122,CDM,OUTPATIENT,,,1471.18,1471.18,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,93.28,,,,441.35,3218,Fee Schedule,negotiated rate
R&B PEDIATRIC SEMI,165123,CDM,OUTPATIENT,,,1471.18,1471.18,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,96.64,,,,441.35,3218,Fee Schedule,negotiated rate
R&B GERO-PSYCH SEMI,635124,CDM,OUTPATIENT,,,1856.43,1856.43,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,75.82,,,,1,3218,Fee Schedule,negotiated rate
R&B HOSPICE SEMI PVT,125125,CDM,OUTPATIENT,,,1472.6,1472.6,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,69.81,,,,1,3218,Fee Schedule,negotiated rate
R&B CHEM DEP SEMI PR,425126,CDM,OUTPATIENT,,,1772.68,1772.68,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,35.97,,,,1,3218,Fee Schedule,negotiated rate
R&B ISOLATION,125164,CDM,OUTPATIENT,,,1817.68,1817.68,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,1,,,,545.3,3218,Fee Schedule,negotiated rate
R&B NURSERY LEVEL 1,245171,CDM,OUTPATIENT,,,830.5,830.5,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,2.57,,,,249.15,2622,Fee Schedule,negotiated rate
R&B NURSERY LEVEL 2,245172,CDM,OUTPATIENT,,,1176.65,1176.65,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,2.86,,,,345,2623,Fee Schedule,negotiated rate
R&B NURSERY LEVEL 3,245173,CDM,OUTPATIENT,,,1520.03,1520.03,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,4143.15,,,,456.01,2624,Fee Schedule,negotiated rate
R&B SICK BABY LVL 1,245191,CDM,OUTPATIENT,,,1080.37,1080.37,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,444.01,,,,300,2625,Fee Schedule,negotiated rate
R&B SICK BABY LVL 2,245192,CDM,OUTPATIENT,,,1426.53,1426.53,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,1012.07,,,,300,2626,Fee Schedule,negotiated rate
R&B SICK BABY LVL 3,245193,CDM,OUTPATIENT,,,1772.69,1772.69,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,1,,,,300,2627,Fee Schedule,negotiated rate
R&B HLTH BOARDER,247191,CDM,OUTPATIENT,,,1176.65,1176.65,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,8.02,,,,300,2628,Fee Schedule,negotiated rate
RM LEAVE OF ABSENCE,2316051,CDM,OUTPATIENT,,,1,1,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,1,,,,1,3218,Fee Schedule,negotiated rate
R&B ICU/CCU,315200,CDM,OUTPATIENT,,,3576.69,3576.69,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,1,,,,1039.09,3501,Fee Schedule,negotiated rate
R&B M/S PVT TELEM,125206,CDM,OUTPATIENT,,,1765.1,1765.1,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,3.71,,,,1,2631,Fee Schedule,negotiated rate
R&B M/S SEMI PVT TEL,125207,CDM,OUTPATIENT,,,1748.02,1748.02,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,10.9,,,,1,2632,Fee Schedule,negotiated rate
FLUVOXAMINE 25MG TAB,1210003,CDM,OUTPATIENT,25,UN,9.48,9.48,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,86.56,Fee Schedule,negotiated rate
CEPHALEX 250/5 100ML,1210016,CDM,OUTPATIENT,1,ML,60.03,60.03,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,42.02,Fee Schedule,negotiated rate
SACCHAROM BO 250MGCP,1210021,CDM,OUTPATIENT,25,ME,5.45,5.45,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,51.33,Fee Schedule,negotiated rate
NICARDIP 25/10ML INJ,1210031,CDM,OUTPATIENT,25,UN,457.82,457.82,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,320.47,Fee Schedule,negotiated rate
LAMINARIA 4MM,1210052,CDM,OUTPATIENT,,,62.81,62.81,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,391.44,Fee Schedule,negotiated rate
QUETIAPINE 200MGSRTB,1210056,CDM,OUTPATIENT,2,ME,55.83,55.83,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,53.7,Fee Schedule,negotiated rate
BUPRENORPH 8MG SLTB,1210059,CDM,OUTPATIENT,,,21.73,21.73,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,47.73,Fee Schedule,negotiated rate
ROTIGOT 4MG/24HR PTC,1210061,CDM,OUTPATIENT,,,73.49,73.49,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,51.44,Fee Schedule,negotiated rate
OMEPRA40-NABI1100 CP,1210084,CDM,OUTPATIENT,4,ME,55.83,55.83,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,62.83,Fee Schedule,negotiated rate
RIVASTIG 9.5MG PATCH,1210115,CDM,OUTPATIENT,,,47.44,47.44,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,47.73,Fee Schedule,negotiated rate
RIVASTIG 4.6MG PATCH,1210116,CDM,OUTPATIENT,,,47.44,47.44,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,40.56,Fee Schedule,negotiated rate
TIMOLOL/DORZOLAM 5ML,1210124,CDM,OUTPATIENT,5,ML,699.32,699.32,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,489.52,Fee Schedule,negotiated rate
BISMUTH SUB 262MG/15,1210243,CDM,OUTPATIENT,262,ME,2.63,2.63,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,597.92,Fee Schedule,negotiated rate
H-COD7.5-APAP500/15M,1210246,CDM,OUTPATIENT,15,UN,13.53,13.53,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,9.47,Fee Schedule,negotiated rate
BUPIVAC-MPF .5% 30ML,1210250,CDM,OUTPATIENT,5,ML,96.32,96.32,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,67.42,Fee Schedule,negotiated rate
CALAMI PHEN LOT 180M,1210256,CDM,OUTPATIENT,18,UN,55.83,55.83,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,82.35,Fee Schedule,negotiated rate
MEGESTROL 400MG/10ML,1210266,CDM,OUTPATIENT,4,ML,13.25,13.25,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,47.73,Fee Schedule,negotiated rate
AMOX 250MG/5ML 80ML,1210281,CDM,OUTPATIENT,8,ML,11.61,11.61,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,11.33,Fee Schedule,negotiated rate
MAGN HYD/MIN OIL15ML,1210345,CDM,OUTPATIENT,15,ML,27.92,27.92,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,19.54,Fee Schedule,negotiated rate
SENNA 176MG/5ML SYR,1210369,CDM,OUTPATIENT,5,UN,2.95,2.95,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,23.87,Fee Schedule,negotiated rate
CARBID25-LEVO100MGTB,1210371,CDM,OUTPATIENT,25,ME,16.76,16.76,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,11.73,Fee Schedule,negotiated rate
CON EST/M-PROG.3/1.5,1210390,CDM,OUTPATIENT,,,521.71,521.71,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,365.2,Fee Schedule,negotiated rate
OLMESARTAN 5MG TAB,1210457,CDM,OUTPATIENT,5,UN,8.95,8.95,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,446.06,Fee Schedule,negotiated rate
NEBIVOLOL 5MG TAB,1210466,CDM,OUTPATIENT,5,UN,11.31,11.31,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,7.92,Fee Schedule,negotiated rate
NEBIVOLOL 2.5MG TAB,1210467,CDM,OUTPATIENT,2,UN,12.7,12.7,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,9.67,Fee Schedule,negotiated rate
PANTOPRAZ 40MG PKT,1210474,CDM,OUTPATIENT,,,40.7,40.7,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,28.49,Fee Schedule,negotiated rate
THROMBIN 5000U RECOM,1210498,CDM,OUTPATIENT,,,531.81,531.81,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,372.27,Fee Schedule,negotiated rate
KETOROLAC .5%OS 3ML,1210500,CDM,OUTPATIENT,5,ML,251.25,251.25,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,454.7,Fee Schedule,negotiated rate
DICLOFEN NA 25MGDRTB,1210518,CDM,OUTPATIENT,25,ME,4.61,4.61,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,214.82,Fee Schedule,negotiated rate
DOXYLAMIN SUC 25MGTB,1210542,CDM,OUTPATIENT,25,ME,2.82,2.82,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,3.94,Fee Schedule,negotiated rate
IPRA-ALBU.5-2.5MG/3M,1210554,CDM,OUTPATIENT,3,UN,6.23,6.23,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,4.36,Fee Schedule,negotiated rate
PHEN-SHK-MO-PE OIN60,1210588,CDM,OUTPATIENT,,,16.76,16.76,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,11.73,Fee Schedule,negotiated rate
LET SOLN 3ML,1210606,CDM,OUTPATIENT,3,ML,14.78,14.78,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,14.33,Fee Schedule,negotiated rate
LIDO-MPF 0.5% 50ML,1210609,CDM,OUTPATIENT,,,82.37,82.37,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,57.66,Fee Schedule,negotiated rate
P-EPHR/SHARK RECT 54,1210613,CDM,OUTPATIENT,,,27.92,27.92,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,70.43,Fee Schedule,negotiated rate
OXICONAZOLE 1%CR 30G,1210619,CDM,OUTPATIENT,1,GM,815.16,815.16,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,570.61,Fee Schedule,negotiated rate
DESVENLAF 50MG SR TB,1210665,CDM,OUTPATIENT,5,UN,12.16,12.16,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,696.96,Fee Schedule,negotiated rate
LUBIPROSTONE 8MCG CP,1210666,CDM,OUTPATIENT,8,ME,46.06,46.06,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,32.24,Fee Schedule,negotiated rate
ESTRAD.1MG/24HR PT2X,1210730,CDM,OUTPATIENT,,,26.52,26.52,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,39.38,Fee Schedule,negotiated rate
MULTIVITAM INJ 10ML,1210746,CDM,OUTPATIENT,1,ML,111.97,111.97,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,78.38,Fee Schedule,negotiated rate
CHOLECALC TAB 25MCG,1210752,CDM,OUTPATIENT,25,UN,3.35,3.35,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,95.73,Fee Schedule,negotiated rate
TRANEX AC 100MG/ML10,1210757,CDM,OUTPATIENT,1,ML,320,320,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,224,Fee Schedule,negotiated rate
NITAZOXAN 20MG/ML 5M,1210788,CDM,OUTPATIENT,5,UN,1368.96,1368.96,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,958.27,Fee Schedule,negotiated rate
UREA 15GM OR PKT,1210793,CDM,OUTPATIENT,,,8.4,8.4,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,1170.46,Fee Schedule,negotiated rate
TROSPIUM XR 60MG CAP,1210837,CDM,OUTPATIENT,6,EA,22.86,22.86,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,16,Fee Schedule,negotiated rate
MORPH 20MG/ML OR 1ML,1210890,CDM,OUTPATIENT,1,ML,7.68,7.68,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,19.55,Fee Schedule,negotiated rate
ALBUTEROL 90MCG 8GM,1210892,CDM,OUTPATIENT,9,GM,26.52,26.52,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,18.56,Fee Schedule,negotiated rate
PHENOL APPL KIT,1210900,CDM,OUTPATIENT,,,14.91,14.91,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,22.67,Fee Schedule,negotiated rate
RASAGILINE 0.5MG TAB,1210909,CDM,OUTPATIENT,,,27.3,27.3,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,19.11,Fee Schedule,negotiated rate
FIBRIN SEALANT 10ML,1210915,CDM,OUTPATIENT,1,ML,2013.9,2013.9,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,1409.73,Fee Schedule,negotiated rate
DICLOFEN 1% GEL 100G,1210919,CDM,OUTPATIENT,1,GM,145.39,145.39,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,1721.88,Fee Schedule,negotiated rate
OXYCODONE 15MG SR TB,1210971,CDM,OUTPATIENT,15,UN,10.59,10.59,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,124.31,Fee Schedule,negotiated rate
FIBRIN SEALANT 4ML,1210973,CDM,OUTPATIENT,4,ML,820.64,820.64,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,574.45,Fee Schedule,negotiated rate
BIOTENE MOUTHWASH,1210978,CDM,OUTPATIENT,,,14.89,14.89,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,701.65,Fee Schedule,negotiated rate
PYRANTEL 144MG/ML 1M,1210989,CDM,OUTPATIENT,1,UN,18.04,18.04,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,12.73,Fee Schedule,negotiated rate
MELATONIN 1MG TAB,1211017,CDM,OUTPATIENT,1,UN,3.07,3.07,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,15.42,Fee Schedule,negotiated rate
APAP 32MG/ML 10.15ML,1211075,CDM,OUTPATIENT,15,ML,3.69,3.69,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,2.62,Fee Schedule,negotiated rate
LIDOCAINE 4% SOL 4ML,1211087,CDM,OUTPATIENT,4,ML,70.92,70.92,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,49.64,Fee Schedule,negotiated rate
OXYCODONE 20MG TAB,1211098,CDM,OUTPATIENT,2,UN,5.72,5.72,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,60.64,Fee Schedule,negotiated rate
ATOVAQ250-PROG100 TB,1211105,CDM,OUTPATIENT,25,UN,14.3,14.3,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,10.01,Fee Schedule,negotiated rate
SOD CHLOR .9% 10ML,1211157,CDM,OUTPATIENT,9,ML,87.93,87.93,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,61.55,Fee Schedule,negotiated rate
NITROFUR MONO 100MG,1211167,CDM,OUTPATIENT,1,ME,8.28,8.28,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,75.18,Fee Schedule,negotiated rate
TUBERCU 5U/.1ML .1ML,1211190,CDM,OUTPATIENT,1,ML,101.91,101.91,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,71.34,Fee Schedule,negotiated rate
SOD BIC 8.4% 50ML SY,1211198,CDM,OUTPATIENT,5,UN,194.02,194.02,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,135.81,Fee Schedule,negotiated rate
DEXTROSE 50% 50ML,1211199,CDM,OUTPATIENT,5,ML,149.35,149.35,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,165.89,Fee Schedule,negotiated rate
MULTIVIT-MIN LIQ 5ML,1211202,CDM,OUTPATIENT,5,ML,2.37,2.37,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,127.69,Fee Schedule,negotiated rate
MULTIVITAMIN W/MINER,1211203,CDM,OUTPATIENT,,,4.89,4.89,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,3.42,Fee Schedule,negotiated rate
MULTIVITAMIN W/MINER,1211205,CDM,OUTPATIENT,,,3.22,3.22,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,4.18,Fee Schedule,negotiated rate
APAP/COD 120-12/5ML,1211206,CDM,OUTPATIENT,12,ML,4.47,4.47,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,3.13,Fee Schedule,negotiated rate
K & NA PHOS PWD PKT,1211208,CDM,OUTPATIENT,,,4.31,4.31,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,3.82,Fee Schedule,negotiated rate
MORPH PO 10MG/5ML 5M,1211212,CDM,OUTPATIENT,5,UN,20.93,20.93,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,14.65,Fee Schedule,negotiated rate
