Encompass Health Rehabilitation Hospital of Dothan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1736 East Main St., Dothan, AL 36301-3040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State License # - H3504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicare (CCN) # - 013030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hospital Financial Aide Policy - Our hospital offers a financial aide policy.  For more information go to the hospital's main website and click on ""For Patients"" and then select ""Financial Assistance""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prices Posted and Effective 1/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note 1: General file information and additional details can be found on the Price Transparency page of this hospital's website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note 2: SHOPPABLE SERVICE NOT OFFERED AT HOSPITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note 3: Plan does not pay our hospital for the SHOPPABLE_SERVICES and/or the BILLING_REVENUE_SERVICE_CODE beginning with CMG. The Negotiated Charge for a specific Plan will only be displayed for applicable SHOPPABLE_SERVICES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATIENT_TYPE,SHOPPABLE_SERVICES,BILLING_REVENUE_SERVICE_CODE,GROSS_CHARGE,DISCOUNTED_CASH_PRICE,DEIDENTIFIED_MIN_NEGOTIATED_CHARGE,DEIDENTIFIED_MAX_NEGOTIATED_CHARGE,AETNA (AET) negotiated charge,AETNA MEDICARE (AETM) negotiated charge,ALAMED (ALMD) negotiated charge,AMBETTER AL EXCHANGE (AALZ) negotiated charge,ASCENSION COMPLETE MCR (ASCM) negotiated charge,BC FEP (BCFD) negotiated charge,BC/BS ALABAMA (BCAL) negotiated charge,BCBS AL BLUE ADVANTAGE (BCAD) negotiated charge,BCBS OF AL EXCHANGE (BALZ) negotiated charge,BLUE CROSS OUT OF STATE (BCBS) negotiated charge,CAREWORKS WORK COMP (CRWW) negotiated charge,CHAMPVA (CVA) negotiated charge,CIGNA (CIG) negotiated charge,HEALTHSPRING MEDICARE (HLSM) negotiated charge,MEDICARE (MCR) negotiated charge,MULTIPLAN WORK COMP (MULW) negotiated charge,PARADIGM WORK COMP (PARW) negotiated charge,THREE RIVERS HEALTH WC (TRPW) negotiated charge,TRICARE (TRI) negotiated charge,TRICARE FOR LIFE (TRIM) negotiated charge,UHC VA CCN (UHV) negotiated charge,UNITED HEALTHCARE (UHC) negotiated charge,UNITED HEALTHCARE EXCHANG (UHCZ) negotiated charge,UNITED HLTHCARE MEDICARE (UHCM) negotiated charge,VIVA HEALTH (VIH) negotiated charge,VIVA MEDICARE (VIVM) negotiated charge,WELLCARE MEDICARE (WLCM) negotiated charge
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1603-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$14391.68,$16931.39,Note 3,$16931.39,Note 3,Note 3,$16931.39,Note 3,Note 3,$16084.82,Note 3,Note 3,Note 3,$16931.39,Note 3,$16931.39,$16931.39,Note 3,$16931.39,Note 3,$16931.39,$16931.39,$16931.39,Note 3,Note 3,$16084.82,Note 3,$14391.68,$16931.39
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1603-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$23157.47,$27244.08,Note 3,$27244.08,Note 3,Note 3,$27244.08,Note 3,Note 3,$25881.88,Note 3,Note 3,Note 3,$27244.08,Note 3,$27244.08,$27244.08,Note 3,$27244.08,Note 3,$27244.08,$27244.08,$27244.08,Note 3,Note 3,$25881.88,Note 3,$23157.47,$27244.08
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1603-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$17200.35,$20235.71,Note 3,$20235.71,Note 3,Note 3,$20235.71,Note 3,Note 3,$19223.92,Note 3,Note 3,Note 3,$20235.71,Note 3,$20235.71,$20235.71,Note 3,$20235.71,Note 3,$20235.71,$20235.71,$20235.71,Note 3,Note 3,$19223.92,Note 3,$17200.35,$20235.71
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1603-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$15546.68,$18290.22,Note 3,$18290.22,Note 3,Note 3,$18290.22,Note 3,Note 3,$17375.70,Note 3,Note 3,Note 3,$18290.22,Note 3,$18290.22,$18290.22,Note 3,$18290.22,Note 3,$18290.22,$18290.22,$18290.22,Note 3,Note 3,$17375.70,Note 3,$15546.68,$18290.22
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1604-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$17831.02,$20977.67,Note 3,$20977.67,Note 3,Note 3,$20977.67,Note 3,Note 3,$19928.79,Note 3,Note 3,Note 3,$20977.67,Note 3,$20977.67,$20977.67,Note 3,$20977.67,Note 3,$20977.67,$20977.67,$20977.67,Note 3,Note 3,$19928.79,Note 3,$17831.02,$20977.67
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1604-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$28691.70,$33754.94,Note 3,$33754.94,Note 3,Note 3,$33754.94,Note 3,Note 3,$32067.19,Note 3,Note 3,Note 3,$33754.94,Note 3,$33754.94,$33754.94,Note 3,$33754.94,Note 3,$33754.94,$33754.94,$33754.94,Note 3,Note 3,$32067.19,Note 3,$28691.70,$33754.94
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1604-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$21310.69,$25071.40,Note 3,$25071.40,Note 3,Note 3,$25071.40,Note 3,Note 3,$23817.83,Note 3,Note 3,Note 3,$25071.40,Note 3,$25071.40,$25071.40,Note 3,$25071.40,Note 3,$25071.40,$25071.40,$25071.40,Note 3,Note 3,$23817.83,Note 3,$21310.69,$25071.40
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1604-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$19262.24,$22661.46,Note 3,$22661.46,Note 3,Note 3,$22661.46,Note 3,Note 3,$21528.39,Note 3,Note 3,Note 3,$22661.46,Note 3,$22661.46,$22661.46,Note 3,$22661.46,Note 3,$22661.46,$22661.46,$22661.46,Note 3,Note 3,$21528.39,Note 3,$19262.24,$22661.46
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1701-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$10673.68,$12557.27,Note 3,$12557.27,Note 3,Note 3,$12557.27,Note 3,Note 3,$11929.40,Note 3,Note 3,Note 3,$12557.27,Note 3,$12557.27,$12557.27,Note 3,$12557.27,Note 3,$12557.27,$12557.27,$12557.27,Note 3,Note 3,$11929.40,Note 3,$10673.68,$12557.27
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1701-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$16342.35,$19226.29,Note 3,$19226.29,Note 3,Note 3,$19226.29,Note 3,Note 3,$18264.98,Note 3,Note 3,Note 3,$19226.29,Note 3,$19226.29,$19226.29,Note 3,$19226.29,Note 3,$19226.29,$19226.29,$19226.29,Note 3,Note 3,$18264.98,Note 3,$16342.35,$19226.29
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1701-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$12702.57,$14944.20,Note 3,$14944.20,Note 3,Note 3,$14944.20,Note 3,Note 3,$14196.99,Note 3,Note 3,Note 3,$14944.20,Note 3,$14944.20,$14944.20,Note 3,$14944.20,Note 3,$14944.20,$14944.20,$14944.20,Note 3,Note 3,$14196.99,Note 3,$12702.57,$14944.20
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1701-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$11765.12,$13841.32,Note 3,$13841.32,Note 3,Note 3,$13841.32,Note 3,Note 3,$13149.26,Note 3,Note 3,Note 3,$13841.32,Note 3,$13841.32,$13841.32,Note 3,$13841.32,Note 3,$13841.32,$13841.32,$13841.32,Note 3,Note 3,$13149.26,Note 3,$11765.12,$13841.32
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1702-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$13261.12,$15601.32,Note 3,$15601.32,Note 3,Note 3,$15601.32,Note 3,Note 3,$14821.26,Note 3,Note 3,Note 3,$15601.32,Note 3,$15601.32,$15601.32,Note 3,$15601.32,Note 3,$15601.32,$15601.32,$15601.32,Note 3,Note 3,$14821.26,Note 3,$13261.12,$15601.32
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1702-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$20303.58,$23886.56,Note 3,$23886.56,Note 3,Note 3,$23886.56,Note 3,Note 3,$22692.23,Note 3,Note 3,Note 3,$23886.56,Note 3,$23886.56,$23886.56,Note 3,$23886.56,Note 3,$23886.56,$23886.56,$23886.56,Note 3,Note 3,$22692.23,Note 3,$20303.58,$23886.56
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1702-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$15782.57,$18567.73,Note 3,$18567.73,Note 3,Note 3,$18567.73,Note 3,Note 3,$17639.35,Note 3,Note 3,Note 3,$18567.73,Note 3,$18567.73,$18567.73,Note 3,$18567.73,Note 3,$18567.73,$18567.73,$18567.73,Note 3,Note 3,$17639.35,Note 3,$15782.57,$18567.73
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1702-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$14616.57,$17195.97,Note 3,$17195.97,Note 3,Note 3,$17195.97,Note 3,Note 3,$16336.17,Note 3,Note 3,Note 3,$17195.97,Note 3,$17195.97,$17195.97,Note 3,$17195.97,Note 3,$17195.97,$17195.97,$17195.97,Note 3,Note 3,$16336.17,Note 3,$14616.57,$17195.97
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1703-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$15758.13,$18538.97,Note 3,$18538.97,Note 3,Note 3,$18538.97,Note 3,Note 3,$17612.02,Note 3,Note 3,Note 3,$18538.97,Note 3,$18538.97,$18538.97,Note 3,$18538.97,Note 3,$18538.97,$18538.97,$18538.97,Note 3,Note 3,$17612.02,Note 3,$15758.13,$18538.97
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1703-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$24126.69,$28384.34,Note 3,$28384.34,Note 3,Note 3,$28384.34,Note 3,Note 3,$26965.13,Note 3,Note 3,Note 3,$28384.34,Note 3,$28384.34,$28384.34,Note 3,$28384.34,Note 3,$28384.34,$28384.34,$28384.34,Note 3,Note 3,$26965.13,Note 3,$24126.69,$28384.34
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1703-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$18753.80,$22063.29,Note 3,$22063.29,Note 3,Note 3,$22063.29,Note 3,Note 3,$20960.13,Note 3,Note 3,Note 3,$22063.29,Note 3,$22063.29,$22063.29,Note 3,$22063.29,Note 3,$22063.29,$22063.29,$22063.29,Note 3,Note 3,$20960.13,Note 3,$18753.80,$22063.29
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1703-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$17369.02,$20434.14,Note 3,$20434.14,Note 3,Note 3,$20434.14,Note 3,Note 3,$19412.43,Note 3,Note 3,Note 3,$20434.14,Note 3,$20434.14,$20434.14,Note 3,$20434.14,Note 3,$20434.14,$20434.14,$20434.14,Note 3,Note 3,$19412.43,Note 3,$17369.02,$20434.14
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1704-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$17834.69,$20981.98,Note 3,$20981.98,Note 3,Note 3,$20981.98,Note 3,Note 3,$19932.88,Note 3,Note 3,Note 3,$20981.98,Note 3,$20981.98,$20981.98,Note 3,$20981.98,Note 3,$20981.98,$20981.98,$20981.98,Note 3,Note 3,$19932.88,Note 3,$17834.69,$20981.98
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1704-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$27308.14,$32127.22,Note 3,$32127.22,Note 3,Note 3,$32127.22,Note 3,Note 3,$30520.86,Note 3,Note 3,Note 3,$32127.22,Note 3,$32127.22,$32127.22,Note 3,$32127.22,Note 3,$32127.22,$32127.22,$32127.22,Note 3,Note 3,$30520.86,Note 3,$27308.14,$32127.22
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1704-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$21226.36,$24972.18,Note 3,$24972.18,Note 3,Note 3,$24972.18,Note 3,Note 3,$23723.57,Note 3,Note 3,Note 3,$24972.18,Note 3,$24972.18,$24972.18,Note 3,$24972.18,Note 3,$24972.18,$24972.18,$24972.18,Note 3,Note 3,$23723.57,Note 3,$21226.36,$24972.18
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1704-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$19658.24,$23127.34,Note 3,$23127.34,Note 3,Note 3,$23127.34,Note 3,Note 3,$21970.98,Note 3,Note 3,Note 3,$23127.34,Note 3,$23127.34,$23127.34,Note 3,$23127.34,Note 3,$23127.34,$23127.34,$23127.34,Note 3,Note 3,$21970.98,Note 3,$19658.24,$23127.34
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1705-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$20929.36,$24622.77,Note 3,$24622.77,Note 3,Note 3,$24622.77,Note 3,Note 3,$23391.63,Note 3,Note 3,Note 3,$24622.77,Note 3,$24622.77,$24622.77,Note 3,$24622.77,Note 3,$24622.77,$24622.77,$24622.77,Note 3,Note 3,$23391.63,Note 3,$20929.36,$24622.77
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1705-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$32046.70,$37702.00,Note 3,$37702.00,Note 3,Note 3,$37702.00,Note 3,Note 3,$35816.90,Note 3,Note 3,Note 3,$37702.00,Note 3,$37702.00,$37702.00,Note 3,$37702.00,Note 3,$37702.00,$37702.00,$37702.00,Note 3,Note 3,$35816.90,Note 3,$32046.70,$37702.00
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1705-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$24910.14,$29306.04,Note 3,$29306.04,Note 3,Note 3,$29306.04,Note 3,Note 3,$27840.74,Note 3,Note 3,Note 3,$29306.04,Note 3,$29306.04,$29306.04,Note 3,$29306.04,Note 3,$29306.04,$29306.04,$29306.04,Note 3,Note 3,$27840.74,Note 3,$24910.14,$29306.04
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1705-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$23069.47,$27140.55,Note 3,$27140.55,Note 3,Note 3,$27140.55,Note 3,Note 3,$25783.52,Note 3,Note 3,Note 3,$27140.55,Note 3,$27140.55,$27140.55,Note 3,$27140.55,Note 3,$27140.55,$27140.55,$27140.55,Note 3,Note 3,$25783.52,Note 3,$23069.47,$27140.55
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1801-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$9099.45,$10705.24,Note 3,$10705.24,Note 3,Note 3,$10705.24,Note 3,Note 3,$10169.98,Note 3,Note 3,Note 3,$10705.24,Note 3,$10705.24,$10705.24,Note 3,$10705.24,Note 3,$10705.24,$10705.24,$10705.24,Note 3,Note 3,$10169.98,Note 3,$9099.45,$10705.24
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1801-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$12959.24,$15246.16,Note 3,$15246.16,Note 3,Note 3,$15246.16,Note 3,Note 3,$14483.85,Note 3,Note 3,Note 3,$15246.16,Note 3,$15246.16,$15246.16,Note 3,$15246.16,Note 3,$15246.16,$15246.16,$15246.16,Note 3,Note 3,$14483.85,Note 3,$12959.24,$15246.16
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1801-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$10337.57,$12161.84,Note 3,$12161.84,Note 3,Note 3,$12161.84,Note 3,Note 3,$11553.75,Note 3,Note 3,Note 3,$12161.84,Note 3,$12161.84,$12161.84,Note 3,$12161.84,Note 3,$12161.84,$12161.84,$12161.84,Note 3,Note 3,$11553.75,Note 3,$10337.57,$12161.84
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1801-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$9814.45,$11546.42,Note 3,$11546.42,Note 3,Note 3,$11546.42,Note 3,Note 3,$10969.10,Note 3,Note 3,Note 3,$11546.42,Note 3,$11546.42,$11546.42,Note 3,$11546.42,Note 3,$11546.42,$11546.42,$11546.42,Note 3,Note 3,$10969.10,Note 3,$9814.45,$11546.42
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1802-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$12208.79,$14363.28,Note 3,$14363.28,Note 3,Note 3,$14363.28,Note 3,Note 3,$13645.12,Note 3,Note 3,Note 3,$14363.28,Note 3,$14363.28,$14363.28,Note 3,$14363.28,Note 3,$14363.28,$14363.28,$14363.28,Note 3,Note 3,$13645.12,Note 3,$12208.79,$14363.28
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1802-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$17386.13,$20454.27,Note 3,$20454.27,Note 3,Note 3,$20454.27,Note 3,Note 3,$19431.56,Note 3,Note 3,Note 3,$20454.27,Note 3,$20454.27,$20454.27,Note 3,$20454.27,Note 3,$20454.27,$20454.27,$20454.27,Note 3,Note 3,$19431.56,Note 3,$17386.13,$20454.27
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1802-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$13869.79,$16317.40,Note 3,$16317.40,Note 3,Note 3,$16317.40,Note 3,Note 3,$15501.53,Note 3,Note 3,Note 3,$16317.40,Note 3,$16317.40,$16317.40,Note 3,$16317.40,Note 3,$16317.40,$16317.40,$16317.40,Note 3,Note 3,$15501.53,Note 3,$13869.79,$16317.40
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1802-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$13168.24,$15492.04,Note 3,$15492.04,Note 3,Note 3,$15492.04,Note 3,Note 3,$14717.44,Note 3,Note 3,Note 3,$15492.04,Note 3,$15492.04,$15492.04,Note 3,$15492.04,Note 3,$15492.04,$15492.04,$15492.04,Note 3,Note 3,$14717.44,Note 3,$13168.24,$15492.04
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1803-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$15686.02,$18454.14,Note 3,$18454.14,Note 3,Note 3,$18454.14,Note 3,Note 3,$17531.43,Note 3,Note 3,Note 3,$18454.14,Note 3,$18454.14,$18454.14,Note 3,$18454.14,Note 3,$18454.14,$18454.14,$18454.14,Note 3,Note 3,$17531.43,Note 3,$15686.02,$18454.14
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1803-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$22337.36,$26279.24,Note 3,$26279.24,Note 3,Note 3,$26279.24,Note 3,Note 3,$24965.28,Note 3,Note 3,Note 3,$26279.24,Note 3,$26279.24,$26279.24,Note 3,$26279.24,Note 3,$26279.24,$26279.24,$26279.24,Note 3,Note 3,$24965.28,Note 3,$22337.36,$26279.24
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1803-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$17820.02,$20964.73,Note 3,$20964.73,Note 3,Note 3,$20964.73,Note 3,Note 3,$19916.49,Note 3,Note 3,Note 3,$20964.73,Note 3,$20964.73,$20964.73,Note 3,$20964.73,Note 3,$20964.73,$20964.73,$20964.73,Note 3,Note 3,$19916.49,Note 3,$17820.02,$20964.73
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1803-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$16918.02,$19903.55,Note 3,$19903.55,Note 3,Note 3,$19903.55,Note 3,Note 3,$18908.37,Note 3,Note 3,Note 3,$19903.55,Note 3,$19903.55,$19903.55,Note 3,$19903.55,Note 3,$19903.55,$19903.55,$19903.55,Note 3,Note 3,$18908.37,Note 3,$16918.02,$19903.55
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1804-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$17152.68,$20179.63,Note 3,$20179.63,Note 3,Note 3,$20179.63,Note 3,Note 3,$19170.65,Note 3,Note 3,Note 3,$20179.63,Note 3,$20179.63,$20179.63,Note 3,$20179.63,Note 3,$20179.63,$20179.63,$20179.63,Note 3,Note 3,$19170.65,Note 3,$17152.68,$20179.63
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1804-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$24427.36,$28738.07,Note 3,$28738.07,Note 3,Note 3,$28738.07,Note 3,Note 3,$27301.17,Note 3,Note 3,Note 3,$28738.07,Note 3,$28738.07,$28738.07,Note 3,$28738.07,Note 3,$28738.07,$28738.07,$28738.07,Note 3,Note 3,$27301.17,Note 3,$24427.36,$28738.07
